n,E,Ko,T,K
7,245,1.01E+17,1000,16038.7463068857
6,245,40337168355582200,1000,6423.27325771086
5,245,4958303641162950,1000,789.558129146288
4,245,2923039402943.74,1004,0.523447951741175
3,245,3242874282218.24,1005,0.597932956126735
7,246,1.15E+17,1001,16686.5105065647
6,246,45951500180432600,1001,6682.6929393673
5,246,5648425508034170,1001,821.446375262318
4,246,3329882863064.01,1005,0.544721718732766
3,246,3694233984172.32,998,0.491571830978302
7,247,1.31E+17,1002,17363.5801295784
6,247,52347263204461100,1002,6953.84899607517
5,247,6434602039081300,1002,854.77727373903
4,247,3793352860916.22,998,0.447450113918151
3,247,4208416220340.96,999,0.511424213108188
7,248,1.49E+17,1003,18071.3846831093
6,248,59633220988157800,1003,7237.31392365676
5,248,7330202609994040,1003,889.621196598958
4,248,4321330965432.4,999,0.465576781864278
3,248,4794164949894.71,1000,0.532174894936315
7,249,1.70E+17,1004,18811.4276913265
6,249,67933275356397300,1004,7533.68986060867
5,249,8350457414027580,1004,926.05215958544
4,249,4922795742311.86,1000,0.484525569148482
3,249,5461441160621.88,1001,0.553867706783728
7,250,1.93E+17,1005,19585.2907210123
6,250,77388573418909400,1005,7843.61020030366
5,250,9512716460035870,1005,964.148020336842
4,250,5607975439599.05,1001,0.504336669319191
3,250,6221592261148.63,1002,0.576548749154441
7,240,9.40E+16,990,20396.5834674645
6,240,3.33E+17,990,72242.8017585838
5,240,15739803688783300,990,3416.63771663392
4,240,1523572890642.43,1002,0.468943311042022
3,240,1690280103365.52,1003,0.535414475018892
7,241,1.07E+17,991,21194.3057278803
6,241,3.79E+17,991,75068.2598167702
5,241,17930549454273000,991,3550.26440792181
4,241,1735631498525.1,1003,0.487650491605432
3,241,1925541867244.98,1004,0.556807982336876
7,242,1.22E+17,992,22027.3103945985
6,242,4.32E+17,992,78018.684876815
5,242,20426214334632700,992,3689.80126550297
4,242,1977205499765.92,1004,0.507196074451016
3,242,2193548557502.9,1005,0.579161335806029
7,243,1.39E+17,998,26535.4760546578
6,243,4.92E+17,998,93986.1883851371
5,243,23269238519900800,998,4444.96542579298
4,243,2252402996619.2,1005,0.527620622063451
3,243,2498857779190.97,998,0.477339919094397
7,244,1.58E+17,999,27597.1351289037
6,244,5.60E+17,999,97746.4860917743
5,244,26507969241172100,999,4622.80425066582
4,244,2565903877861.85,998,0.434495607186035
3,244,2846661487964.34,999,0.496437833733746
7,245,1.80E+17,1000,28706.4990844534
6,245,6.39E+17,1000,101675.750051434
5,245,30197482942554200,1000,4808.63413428586
4,245,2923039402943.74,999,0.451933880135896
3,245,3242874282218.24,1000,0.516393899330519
7,246,2.05E+17,1001,29865.8816227908
6,246,7.27E+17,1001,105782.175179597
5,246,34400521887188000,1001,5002.84264547154
4,246,3329882863064.01,1000,0.470157556018995
3,246,3694233984172.32,1001,0.537249736471317
7,247,2.34E+17,1002,31077.7156490461
6,247,8.29E+17,1002,110074.378599974
5,247,39188561124850300,1002,5205.83732087921
4,247,3793352860916.22,1001,0.489204803540495
3,247,4208416220340.96,1002,0.55904911006676
7,248,2.67E+17,1003,32344.5597264527
6,248,9.44E+17,1003,114561.422505593
5,248,44643023965519700,1003,5418.04674619135
4,248,4321330965432.4,1002,0.509115761368435
3,248,4794164949894.71,1003,0.581838045459098
7,249,3.04E+17,1004,33669.1048954677
6,249,1.08E+18,1004,119252.838311483
5,249,50856666628726200,1004,5639.92169838915
4,249,4922795742311.86,1003,0.529932644971655
3,249,5461441160621.88,1004,0.605664951089588
7,250,3.46E+17,1005,35054.1818789242
6,250,1.23E+18,1005,124158.652174665
5,250,57935155615421700,1005,5871.93635268985
4,250,5607975439599.05,1004,0.551699859502644
3,250,6221592261148.63,1005,0.630580748110183
7,240,42510917635614700,990,9227.84092066315
6,240,121697001312016000,990,26416.7567083566
5,240,1278363487605240,990,277.49424285592
4,240,1523572890642.43,1005,0.511056400457557
3,240,1690280103365.52,998,0.463520047329772
7,241,48427802918222900,991,9588.74715428457
6,241,138635407633252000,991,27449.9314509725
5,241,1456292606201780,991,288.34720433432
4,241,1735631498525.1,998,0.421916157336134
3,241,1925541867244.98,999,0.481890603623261
7,242,55168230325883300,992,9965.61588638904
6,242,157931387317924000,992,28528.80241251
5,242,1658986802611880,992,299.680180744569
4,242,1977205499765.92,999,0.438690759442183
3,242,2193548557502.9,1000,0.501080869847668
7,243,62846824631485600,998,12005.2043116458
6,243,179913079392726000,998,34367.580050575
5,243,1889893006061880,998,361.013492693736
4,243,2252402996619.2,1000,0.456215608745339
3,243,2498857779190.97,1001,0.521130363448335
7,244,71594164665594000,999,12485.5210796352
6,244,204954294939569000,999,35742.5941315511
5,244,2152937906882920,999,375.457298022648
4,244,2565903877861.85,1001,0.474526946712313
3,244,2846661487964.34,1002,0.542080627049829
7,245,81559003883169400,1000,12987.4205335933
6,245,233480873964044000,1000,37179.3934740256
5,245,2452594732096520,1000,390.550125279133
4,245,2923039402943.74,1002,0.493662875396753
3,245,3242874282218.24,1003,0.563975337585148
7,246,92910800000038200,1001,13511.9494404584
6,246,265977927045085000,1001,38680.9746822722
5,246,2793959315165090,1001,406.323452227223
4,246,3329882863064.01,1003,0.513663457860437
3,246,3694233984172.32,1004,0.586860421563172
7,247,105842596717008000,1002,14060.2084973915
6,247,302998084914209000,1002,40250.488747878
5,247,3182836753516540,1002,422.810378389102
4,247,3793352860916.22,1004,0.53457082425127
3,247,4208416220340.96,1005,0.610784176832782
7,248,120574306536963000,1003,14633.3552519075
6,248,345170896253040000,1003,41891.249409273
5,248,3625840127502740,1003,440.045712857605
4,248,4321330965432.4,1005,0.556429283868764
3,248,4794164949894.71,998,0.501294735121289
7,249,137356450501119000,1004,15232.6071869878
6,249,393213533524019000,1004,43606.741983552
5,249,4130502959563970,1004,458.066067069896
4,249,4922795742311.86,998,0.456300325204128
3,249,5461441160621.88,999,0.521665634814284
7,250,156474418440736000,1005,15859.2449808417
6,250,447942988892949000,1005,45400.632698273
5,250,4705407326030500,1005,476.909952833144
4,250,5607975439599.05,999,0.474900095147902
3,250,6221592261148.63,1000,0.542962584256023
7,249.709999999987,1.65E+17,990,1.10E+04
6,249.709999999987,96512343814826500,990,6439.35559317303
5,249.709999999987,9223409863547740,990,615.390876911222
4,249.71,5400000000000,1000,0.487989761323135
3,211.699999999999,42300000000,1001,0.379240855633004
7,249.709999999987,1.88E+17,991,1.30E+04
6,249.709999999987,68742898218637800,991,4729.14666347535
5,249.709999999987,8426930853577480,991,579.728131374137
4,249.71,5400000000000,1001,0.502853714011034
3,211.699999999999,42300000000,1002,0.388991841034917
7,249.709999999987,2.12E+17,992,1.51E+04
6,249.709999999987,2.58E+17,992,1.83E+04
5,249.709999999987,33809061633104800,992,2398.04128468397
4,249.71,5400000000000,1002,0.518139383853017
3,211.699999999999,42300000000,1003,0.39897334506287
7,249.709999999987,1.86E+17,998,1.58E+04
6,249.709999999987,74518567522699700,998,6340.75833744832
5,249.709999999987,9159931144024310,998,779.415274645908
4,249.71,5400000000000,1003,0.533857827084563
3,211.699999999999,42300000000,1004,0.40919032119917
7,249.709999999987,3.33E+17,999,2.92E+04
6,249.709999999987,1.18E+18,999,1.03E+05
5,249.709999999987,55786592450753600,999,4892.03713212276
4,249.71,5400000000000,1004,0.550020365054097
3,211.699999999999,42300000000,1005,0.419647818183955
7,244.857572887623,80059219544751100,1000,12968.873080479
6,230.533960514382,35445093399342900,1000,32156.0556336336
5,239.548436327989,1205309095965620,1000,369.76021014477
4,249.71,5400000000000,1005,0.56663858995766
3,211.699999999999,42300000000,998,0.351322872195251
7,249.709999999987,3.35E+17,1001,3.12E+04
6,249.709999999987,1.18E+18,1001,1.10E+05
5,249.709999999987,55799101557817200,1001,5196.07138090205
4,249.71,5400000000000,998,0.459484074378337
3,211.699999999999,42300000000,999,0.360411093607126
3,211.699999999999,42300000000,941,0.0749048057437736
3,211.699999999999,42300000000,942,0.0770876996450617
3,211.699999999999,42300000000,943,0.0793293747541679
3,211.699999999999,42300000000,944,0.0816312791000103
3,211.699999999999,42300000000,945,0.0839948929120351
3,211.699999999999,42300000000,946,0.0864217292546495
3,211.699999999999,42300000000,947,0.0889133346724207
3,211.699999999999,42300000000,948,0.0914712898461951
3,211.699999999999,42300000000,949,0.0940972102602817
3,211.699999999999,42300000000,950,0.0967927468808614
3,211.699999999999,42300000000,958,0.121073605328334
3,211.699999999999,42300000000,959,0.124476186517685
3,211.699999999999,42300000000,960,0.127967002665623
3,211.699999999999,42300000000,961,0.131548143181162
3,211.699999999999,42300000000,962,0.135221742029255
3,211.699999999999,42300000000,963,0.138989978569741
3,211.699999999999,42300000000,964,0.142855078409826
3,211.699999999999,42300000000,965,0.146819314270278
3,211.699999999999,42300000000,966,0.150885006865503
3,211.699999999999,42300000000,967,0.155054525797704
3,211.699999999999,42300000000,968,0.159330290465289
3,211.699999999999,42300000000,969,0.163714770985713
3,211.699999999999,42300000000,970,0.168210489132953
3,211.699999999999,42300000000,971,0.172820019289792
3,211.699999999999,42300000000,972,0.1775459894151
3,211.699999999999,42300000000,973,0.182391082026313
3,211.699999999999,42300000000,974,0.187358035197297
3,211.699999999999,42300000000,975,0.192449643571794
3,211.699999999999,42300000000,985,0.250879141761437
3,211.699999999999,42300000000,986,0.257543645686318
3,211.699999999999,42300000000,987,0.264371144023851
3,211.699999999999,42300000000,988,0.271365266504238
3,211.699999999999,42300000000,990,0.285868266622947
3,211.699999999999,42300000000,991,0.293384771364393
3,211.699999999999,42300000000,992,0.301083157055468
4,249.71,5400000000000,943,0.0794258928824829
4,249.71,5400000000000,944,0.082151425804874
4,249.71,5400000000000,945,0.0849644192702146
4,249.71,5400000000000,946,0.0878674793640372
4,249.71,5400000000000,947,0.090863283639436
4,249.71,5400000000000,948,0.0939545828998189
4,249.71,5400000000000,949,0.097144203021459
4,249.71,5400000000000,950,0.100435046816634
4,249.71,5400000000000,960,0.139608357067271
4,249.71,5400000000000,961,0.144228243917821
4,249.71,5400000000000,962,0.148990926327464
4,249.71,5400000000000,963,0.153900496781445
4,249.71,5400000000000,964,0.158961155512427
4,249.71,5400000000000,965,0.164177213074633
4,249.71,5400000000000,966,0.169553092972873
4,249.71,5400000000000,967,0.175093334347426
4,249.71,5400000000000,968,0.180802594715845
4,249.71,5400000000000,970,0.192747411248423
4,249.71,5400000000000,971,0.198992899828064
4,249.71,5400000000000,972,0.205427278131499
4,249.71,5400000000000,973,0.212055838755766
4,249.71,5400000000000,974,0.218884010380915
4,249.71,5400000000000,975,0.225917360940446
5,249.709999999987,55799101557817200,960,1442.59646191284
5,249.709999999987,55799101557817200,961,1490.33452405356
5,249.709999999987,55799101557817200,962,1539.54811654684
5,249.709999999987,55799101557817200,963,1590.27952772599
5,249.709999999987,55799101557817200,964,1642.57215929635
5,249.709999999987,55799101557817200,965,1696.47055293439
5,249.709999999987,55799101557817200,966,1752.02041745383
5,249.709999999987,55799101557817200,967,1809.26865654901
5,249.709999999987,55799101557817200,968,1868.2633971264
5,249.709999999987,55799101557817200,970,1991.69118060638
5,249.709999999987,55799101557817200,971,2056.2268568164
5,249.709999999987,55799101557817200,972,2122.7143620785
5,249.709999999987,55799101557817200,973,2191.2083856815
5,249.709999999987,55799101557817200,974,2261.76502308271
5,249.709999999987,55799101557817200,975,2334.44180866856
5,249.709999999987,55799101557817200,943,820.721011718021
5,249.709999999987,55799101557817200,923,411.592913719179
5,249.709999999987,55799101557817200,924,426.346236567278
5,249.709999999987,55799101557817200,925,441.594757758228
5,249.709999999987,55799101557817200,926,457.35393754344
5,249.709999999987,55799101557817200,927,473.639681341812
5,249.709999999987,55799101557817200,928,490.468351432203
5,249.709999999987,55799101557817200,929,507.856778921863
5,249.709999999987,55799101557817200,930,525.822275996527
5,249.709999999987,55799101557817200,931,544.382648458042
5,249.709999999987,55799101557817200,932,563.556208555379
5,249.709999999987,55799101557817200,934,603.818751977754
5,249.709999999987,55799101557817200,935,624.947011745246
5,249.709999999987,55799101557817200,936,646.767039847571
5,249.709999999987,55799101557817200,937,669.299883933345
5,249.709999999987,55799101557817200,938,692.567181591921
5,249.709999999987,55799101557817200,939,716.591175413348
5,249.709999999987,55799101557817200,940,741.394728393065
5,249.709999999987,55799101557817200,941,767.001339688238
5,249.709999999987,55799101557817200,942,793.435160732754
5,249.709999999987,55799101557817200,943,820.721011718021
5,249.709999999987,55799101557817200,944,848.884398446896
5,249.709999999987,55799101557817200,945,877.951529568059
5,249.709999999987,55799101557817200,946,907.949334198411
5,249.709999999987,55799101557817200,947,938.905479941114
5,249.709999999987,55799101557817200,948,970.848391307035
5,249.709999999987,55799101557817200,949,1003.80726854751
5,249.709999999987,55799101557817200,950,1037.81210690642
6,249.709999999987,68742898218637800,943,1011.10482784333
6,249.709999999987,2.58E+17,944,3.92E+03
6,249.709999999987,74518567522699700,945,1172.48644711573
6,249.709999999987,1.18E+18,946,1.92E+04
6,230.533960514382,35445093399342900,947,6812.4176225257
6,249.709999999987,1.18E+18,948,2.05E+04
6,249.709999999987,68742898218637800,949,1236.6618631196
6,249.709999999987,2.58E+17,950,4.79E+03
6,249.709999999987,74518567522699700,950,1385.97700330799
6,249.709999999987,1.18E+18,950,2.19E+04
6,230.533960514382,35445093399342900,950,7472.36122240956
6,249.709999999987,1.18E+18,950,2.19E+04
7,249.709999999987,1.65E+17,943,2.43E+03
7,249.709999999987,1.88E+17,944,2.87E+03
7,249.709999999987,2.12E+17,945,3.34E+03
7,249.709999999987,1.86E+17,946,3.03E+03
7,249.709999999987,3.33E+17,947,5.60E+03
7,244.857572887623,80059219544751100,948,2578.17939194229
7,249.709999999987,3.35E+17,949,6.03E+03
6,249.709999999987,96512343814826500,957,2262.07255471492
6,249.709999999987,68742898218637800,958,1664.8654593144
6,249.709999999987,2.58E+17,959,6.45E+03
6,249.709999999987,74518567522699700,960,1926.55829312361
6,249.709999999987,1.18E+18,961,3.15E+04
6,230.533960514382,35445093399342900,962,10754.2385543293
6,249.709999999987,1.18E+18,963,3.36E+04
6,249.709999999987,96512343814826500,964,2841.05809148932
6,249.709999999987,68742898218637800,965,2090.00323115322
6,249.709999999987,2.58E+17,966,8.09E+03
6,249.709999999987,74518567522699700,967,2416.24156636378
6,249.709999999987,1.18E+18,968,3.95E+04
6,230.533960514382,35445093399342900,969,13243.6838377498
6,249.709999999987,1.18E+18,970,4.21E+04
6,249.709999999987,96512343814826500,971,3556.53169721229
6,249.709999999987,68742898218637800,972,2615.12342073114
6,249.709999999987,2.58E+17,973,1.01E+04
6,249.709999999987,74518567522699700,974,3020.54127911773
6,249.709999999987,1.18E+18,975,4.93E+04
6,230.533960514382,35445093399342900,975,15793.7776184072
6,249.709999999987,1.18E+18,975,4.93E+04
7,249.709999999987,1.65E+17,957,3.87E+03
7,249.709999999987,1.88E+17,958,4.56E+03
7,249.709999999987,2.12E+17,959,5.32E+03
7,249.709999999987,1.86E+17,960,4.81E+03
7,249.709999999987,3.33E+17,961,8.89E+03
7,244.857572887623,80059219544751100,962,4051.94773048328
7,249.709999999987,3.35E+17,963,9.55E+03
7,249.709999999987,1.65E+17,964,4.86E+03
7,249.709999999987,1.88E+17,965,5.73E+03
7,249.709999999987,2.12E+17,966,6.67E+03
7,249.709999999987,1.86E+17,967,6.03E+03
7,249.709999999987,3.33E+17,968,1.12E+04
7,244.857572887623,80059219544751100,969,5054.88810018017
7,249.709999999987,3.35E+17,970,1.20E+04
7,249.709999999987,1.65E+17,971,6.08E+03
7,249.709999999987,1.88E+17,972,7.16E+03
7,249.709999999987,2.12E+17,973,8.34E+03
7,249.709999999987,1.86E+17,974,7.54E+03
7,249.709999999987,3.33E+17,975,1.39E+04
7,244.857572887623,80059219544751100,975,6094.53349119057
7,249.709999999987,3.35E+17,975,1.40E+04
5,249.709999999987,55799101557817200,1002,5354.02075940082
5,249.709999999987,55799101557817200,1003,5516.44205758771
5,249.709999999987,55799101557817200,1004,5683.45226084611
5,249.709999999987,55799101557817200,1005,5855.17115327315
6,249.709999999987,1.18E+18,1002,1.13E+05
6,249.709999999987,1.18E+18,1003,1.17E+05
6,249.709999999987,1.18E+18,1004,1.20E+05
6,249.709999999987,1.18E+18,1005,1.24E+05
7,249.709999999987,3.35E+17,1002,3.22E+04
7,249.709999999987,3.35E+17,1003,3.31E+04
7,249.709999999987,3.35E+17,1004,3.41E+04
7,249.709999999987,3.35E+17,1005,3.52E+04
